reg,ann_flow_mgy
110009918287,2.479513
110009918287,2.479513
110024355981,0
110024355981,0
110009023181,0.1772
110009023181,0.1772
110006744817,0
110006744817,0
110010638408,NA
110001958935,202.735916
110011488194,6.926632
110011488194,6.926632
110006744782,5.37119
110006744782,5.37119
110006794460,0.85797
110006794460,0.85797
110017383259,30.739
110017383259,30.739
110009023092,24.2904
110009023092,24.2904
110009918045,21.058
110009918045,21.058
110043922342,6.443588
110001950103,562.6944000000001
110001950103,562.6944000000001
110022280495,5378.2559
110022280495,5378.2559
110046294103,8.15584
110063880965,5.5103247
110063880965,5.5103247
110064609785,1.6958639999999998
110064609785,1.6958639999999998
110028248340,24.614462999999997
110006618785,300.591
110006618785,300.591
110006618794,532.651
110006618794,532.651
110002047311,165.829
110002047311,165.829
110024318638,179.249189
110024318638,179.249189
110009917625,122.316
110009917625,122.316
110009917634,39.9746
110009917634,39.9746
110000732574,292.587
110000732574,292.587
110001958748,209.6
110001958748,209.6
110000732583,229.529
110000732583,229.529
110009023369,2.22462e-6
110009023369,2.22462e-6
110009917643,105.079
110009917643,105.079
110009917652,3.39548
110009917652,3.39548
110009919375,94.459
110009919375,94.459
110009697667,33.639
110009697667,33.639
110009917661,1162.186
110009917661,1162.186
110006744577,119.134
110006744577,119.134
110000761113,658.71
110000761113,658.71
110024377592,103.254
110024377592,103.254
110000732592,9076.7
110000732592,9076.7
110024352537,857.6
110024352537,857.6
110000732609,1947.283
110000732609,1947.283
110002042986,158.237
110002042986,158.237
110024328262,1040.149
110024328262,1040.149
110000736847,9471.95
110000736847,9471.95
110000732618,1012.8
110000732618,1012.8
110002082460,744.01
110002082460,744.01
110000736856,1154.27
110000736856,1154.27
110000759812,9339
110000759812,9339
110024325782,1364.275
110024325782,1364.275
110000563328,7456.46
110000563328,7456.46
110006618874,1415.48
110006618874,1415.48
110025329151,579.005
110025329151,579.005
110000552651,1374.9
110000552651,1374.9
110000732627,301.56
110000732627,301.56
110024373569,2322.77
110024373569,2322.77
110024340444,1213.3
110024340444,1213.3
110024329289,9863.69
110024329289,9863.69
110006618801,362.669
110006618801,362.669
110000732645,344.47
110000732645,344.47
110022329005,1160.7
110022329005,1160.7
110001123613,373.9
110001123613,373.9
110000759830,2020.6
110000759830,2020.6
110009023332,6606.5
110009023332,6606.5
110000736865,198.095
110000736865,198.095
110002040746,174.974
110002040746,174.974
110006618927,213.303
110006618927,213.303
110000732654,2795
110000732654,2795
110024322491,594.998
110024322491,594.998
110000732663,152.96
110000732663,152.96
110009023341,190.565
110009023341,190.565
110009917563,40.754
110009917563,40.754
110038211869,260.9311
110038211869,260.9311
110006618810,2968.78
110006618810,2968.78
110043892008,1209.54
110043892008,1209.54
110006618865,331.43
110006618865,331.43
110016496120,5803.1
110016496120,5803.1
110000878596,2496.92
110000878596,2496.92
110022816309,545.69
110022816309,545.69
110006618892,133.062
110006618892,133.062
110009917509,63.646
110009917509,63.646
110009917518,63.929
110009917518,63.929
110002040498,74.434
110002040498,74.434
110009697685,126.0505
110009697685,126.0505
110010402135,544.1
110010402135,544.1
110024348696,1114.3
110024348696,1114.3
110024318594,549.37
110024318594,549.37
110006618909,330.059
110006618909,330.059
110010326398,17.5822
110010326398,17.5822
110009917527,53.609
110009917527,53.609
110007298012,642.64
110007298012,642.64
110000545232,559.087
110000545232,559.087
110000732716,1309.92
110000732716,1309.92
110000732725,2820.79
110000732725,2820.79
110000761756,45.788
110000761756,45.788
110000732734,327.915
110000732734,327.915
110000550582,68.7
110000550582,68.7
110002045509,496.89
110002045509,496.89
110001942293,1193.16
110001942293,1193.16
110008405573,13644.8
110008405573,13644.8
110000732752,4031.33
110000732752,4031.33
110000541735,2636.400006048092
110000541735,2636.400006048092
110007369720,3676.2
110007369720,3676.2
110006618856,776.92
110006618856,776.92
110000550984,1383.7
110000550984,1383.7
110045704608,458.53
110045704608,458.53
110039709893,559.55
110039709893,559.55
110028278218,561.37
110028278218,561.37
110006744513,63.19
110006744513,63.19
110024373578,886.7
110024373578,886.7
110002349771,1316.35
110002349771,1316.35
110000732798,357.8906
110000732798,357.8906
110002040853,881.7
110002040853,881.7
110013151392,22.231
110013151392,22.231
110002320701,133.444
110002320701,133.444
110009023519,NA
110006618838,132.306
110006618838,132.306
110002320729,78.61
110002320729,78.61
110009588650,60.484
110009588650,60.484
110000914912,114.512
110000914912,114.512
110024373417,11258.9
110024373417,11258.9
110009917448,4.859443
110009917448,4.859443
110000732805,280.621
110000732805,280.621
110006744522,6.709
110006744522,6.709
110000732814,1323.4
110000732814,1323.4
110028220985,506.059
110028220985,506.059
110009917466,1.4842
110009917466,1.4842
110024378662,261.857
110024378662,261.857
110009917297,2259.13
110009917297,2259.13
110009917331,3.7119999999999997
110009917331,3.7119999999999997
110006744470,68.27999
110006744470,68.27999
110008993134,1.002
110008993134,1.002
110025247720,109232.95124286
110025247720,109232.95124286
110035856455,111.2072
110024322286,468.07
110024322286,468.07
110008410460,689.69
110008410460,689.69
110006648823,2564.93
110006648823,2564.93
110009917368,561.05
110009917368,561.05
110006648832,54.99
110006648832,54.99
110000314749,75.84
110000314749,75.84
110008062602,3921.66
110008062602,3921.66
110000314589,0
110000314589,0
110000581512,2604.69
110000581512,2604.69
110000314437,0.4034475
110000314437,0.4034475
110012172059,0.17127799999999999
110012172059,0.17127799999999999
110009025562,1162.88
110009025562,1162.88
110009913576,1095
110009913576,1095
110011127404,855.32
110011127404,855.32
110011127413,745.98
110011127413,745.98
110009913585,438
110009913585,438
110009913594,1724.661629
110009913594,1724.661629
110009913601,488.64
110009913601,488.64
110009913610,1699.62
110009913610,1699.62
110001839075,18.134785
110001839075,18.134785
110000581549,8.78745
110000581549,8.78745
110013359178,9394.873
110013359178,9394.873
110001827783,31.11
110008053587,6492.9
110008053587,6492.9
110007273501,11.379004
110000314570,0
110000314570,0
110058114776,13077.14
110058114776,13077.14
110025329963,21.28427
110025329963,21.28427
110000314650,3.4375199999999997
110000314650,3.4375199999999997
110020857134,3978.47
110020857134,3978.47
110006889180,717.9
110006889180,717.9
110006889199,2972.8
110006889199,2972.8
110011127388,0.781704
110011127388,0.781704
110015807741,0.8493999999999999
110015807741,0.8493999999999999
110017413468,12616.76
110017413468,12616.76
110039681449,1.5363419999999999
110039681449,1.5363419999999999
110000314204,14.08467
110000314204,14.08467
110009913424,3.382215
110037079924,21.4877
110037079924,21.4877
110000546749,571.70498
110000546749,571.70498
110029518387,216.48
110029518387,216.48
110009914361,0.2480502857142857
110009914361,0.2480502857142857
110012986705,1.7226
110037498589,12.41709
110009914414,0.032336
110013139031,2.8532710999999997
110013139031,2.8532710999999997
110009914441,0.6427337142857142
110009914441,0.6427337142857142
110020155767,3.645
110007273501,0.148595
110007273501,0.148595
110039679808,14.725548999999999
110067529106,0
110067529106,0
110070876056,0
110070876056,0
110070546869,2.913707
110027973762,0.89048485
110027973762,0.89048485
110011127075,0
110011127075,0
110009913077,536.9752708058124
110009913077,536.9752708058124
110000916251,1811.443
110000916251,1811.443
110009913086,4704.18
110009913086,4704.18
110002045288,973.794
110002045288,973.794
110009913095,26.70430647291942
110009913095,26.70430647291942
110000916153,102.598
110000916153,102.598
110000732958,257.8356142668428
110000732958,257.8356142668428
110003555545,724.93
110003555545,724.93
110009025991,136.866
110009025991,136.866
110006618400,424.7916
110006618400,424.7916
110009913111,335.509
110009913111,335.509
110006618491,135.54663143989433
110006618491,135.54663143989433
110009913139,8.991
110009913139,8.991
110009026008,35.379084999999996
110009026008,35.379084999999996
110006618543,338.363
110006618543,338.363
110002047348,103.671
110002047348,103.671
110009913148,7.251609
110009913148,7.251609
110000732967,337.755
110000732967,337.755
110002047026,273.4744
110002047026,273.4744
110006618650,134.06155878467635
110006618650,134.06155878467635
110002046438,62.459
110002046438,62.459
110000732976,79.093
110000732976,79.093
110009913157,12.823081283999999
110009913157,12.823081283999999
110006649010,168.239
110006649010,168.239
110009913166,91.449
110009913166,91.449
110009913175,362.584
110009913175,362.584
110002043119,904.59
110002043119,904.59
110055618577,397.75
110055618577,397.75
110015984078,84
110015984078,84
110006618712,255.348
110006618712,255.348
110006618730,322.50377807133424
110006618730,322.50377807133424
110006618721,467.3147
110006618721,467.3147
110020694266,42.6718
110020694266,42.6718
110002052206,66.411
110002052206,66.411
110006618758,553.182
110006618758,553.182
110002050752,1609.448
110002050752,1609.448
110028276595,3238.0683
110028276595,3238.0683
110025390253,54.382
110025390253,54.382
110006618776,286.906048
110006618776,286.906048
110009912997,113.86
110009912997,113.86
110020741018,2.185
110020741018,2.185
110006744032,65.3
110006744032,65.3
110009913013,12.181
110009913013,12.181
110018930497,27.02
110018930497,27.02
110064258921,81.147
110064258921,81.147
110002052215,246.53
110002052215,246.53
110033028097,27.824
110033028097,27.824
110000732985,961.5170409511229
110000732985,961.5170409511229
110002052055,255.285
110002052055,255.285
110039671398,140.48787318361954
110039671398,140.48787318361954
110006618767,114.26
110006618767,114.26
110039692053,1108.45
110039692053,1108.45
110000732994,2177.517
110000732994,2177.517
110009913040,35.813
110009913040,35.813
110009913059,4.444083
110009913059,4.444083
110002046401,259.69
110002046401,259.69
110008435498,109.9873
110008435498,109.9873
110009025973,58.129464
110009025973,58.129464
110006618687,154.312
110006618687,154.312
110036399867,1073.4915191545574
110036399867,1073.4915191545574
110039675517,35.07748
110039675517,35.07748
110000736936,98.132
110000736936,98.132
110009912862,10.908533685601057
110009912862,10.908533685601057
110002332592,70.1896
110002332592,70.1896
110009912871,54.216
110009912871,54.216
110020625858,874.313
110020625858,874.313
110011127039,42.84866
110011127039,42.84866
110009912880,32.989
110009912880,32.989
110002040728,107.505
110002040728,107.505
110009912899,19.602959048877146
110009912899,19.602959048877146
110064596815,327.05
110064596815,327.05
110000761792,397.74
110000761792,397.74
110009912906,17.8758
110009912906,17.8758
110009912915,167.95
110009912915,167.95
110022329924,351.759
110022329924,351.759
110009912933,11.629
110009912933,11.629
110001149392,51.615
110001149392,51.615
110033164171,72.563
110033164171,72.563
110006618320,249.6
110006618320,249.6
110006618384,106.2
110006618384,106.2
110006618623,75.303
110006618623,75.303
110009913068,1610.4667899603699
110009913068,1610.4667899603699
110006618730,1.2960634081902245
110006618730,1.2960634081902245
110009025919,38.41323645970938
110009025919,38.41323645970938
110022329461,381.279
110022329461,381.279
110039672048,201.3444
110039672048,201.3444
110022002287,0.2027416
110022002287,0.2027416
110009025928,1.566984
110009025928,1.566984
110009025937,0.725194
110009025937,0.725194
110006744005,123.714
110006744005,123.714
110009912960,54.093
110009912960,54.093
110006618589,540.145
110006618589,540.145
110009912719,34.4262
110009912719,34.4262
110006618641,256.834
110006618641,256.834
110009048146,33.042
110009048146,33.042
110008993358,11.928113
110008993358,11.928113
110009912746,84.354408
110009912746,84.354408
110015984675,5.526377999999999
110015984675,5.526377999999999
110009912755,76.492
110009912755,76.492
110011126968,24.822
110011126968,24.822
110009912764,17.12
110009912764,17.12
110009912773,11.370061999999999
110009912773,11.370061999999999
110039674769,80.67994715984148
110039674769,80.67994715984148
110000736945,503.08
110000736945,503.08
110009912782,29.259
110009912782,29.259
110000568877,72078.03
110000568877,72078.03
110013980264,14.4304
110013980264,14.4304
110011126986,88.574
110011126986,88.574
110009912791,1.0530515191545575
110009912791,1.0530515191545575
110009026080,8.349558
110009026080,8.349558
110011126995,4.350007
110011126995,4.350007
110009912808,2.700132100396301
110009912808,2.700132100396301
110009026099,9.535801
110009026099,9.535801
110009026106,50.323
110009026106,50.323
110011127011,5.178999999999999
110011127011,5.178999999999999
110009912817,54.296
110009912817,54.296
110009025900,3.65
110009025900,3.65
110009912835,22.94
110009912835,22.94
110030570727,95.32
110030570727,95.32
110064259403,3.989
110064259403,3.989
110017724346,47.360317040951124
110017724346,47.360317040951124
110012311649,1.8663
110012311649,1.8663
110012311658,20.862
110012311658,20.862
110012311667,1.7298859999999998
110012311667,1.7298859999999998
110012805839,0.2628
110012805839,0.2628
110013402825,5.966
110013402825,5.966
110013678564,91.23746367239102
110013678564,91.23746367239102
110016695218,9.903
110016695218,9.903
110017883067,27.354
110017883067,27.354
110020041765,0.056999999999999995
110020041765,0.056999999999999995
110020741018,0
110020741018,0
110022460479,2.7563
110022460479,2.7563
110064255363,2.0067109999999997
110064255363,2.0067109999999997
110029518403,0.61336
110029518403,0.61336
110025344544,0.06755739999999999
110025344544,0.06755739999999999
110038181142,0.677514
110038181142,0.677514
110038330393,225.449
110038330393,225.449
110046118287,190.16
110046118287,190.16
110057086772,7.34861
110067239063,183.24
110067239063,183.24
110021132415,2917
110009912611,1124.2232727272726
110009912611,1124.2232727272726
110000797291,40.78
110045343437,27.8356464
110000313633,285.355
110000313633,285.355
110017750389,108.15
110009840413,2408.1
110009840413,2408.1
110007681632,2459.7
110007681632,2459.7
110011033096,1936.581
110011033096,1936.581
110011033103,558.03
110011033103,558.03
110010828444,251.477
110010828444,251.477
110011033112,1100.04504
110011033112,1100.04504
110000602991,1702.837075
110000566780,118.2515
110000566780,118.2515
110009840379,0.13941
110009840379,0.13941
110009721033,0.257
110009721033,0.257
110046305002,6804.801063
110011033078,568.65
110041927136,0
110041927136,0
110000314197,19.497364
110000314197,19.497364
110043754176,0
110024259853,6683.038
110024259853,6683.038
110001104359,167.0474
110001104359,167.0474
110004101409,702.375
110004101409,702.375
110024243978,582.91
110024243978,582.91
110002320756,378.104
110006619276,45.733
110006619276,45.733
110009840075,107.543
110009840075,107.543
110006619285,227.738
110006619285,227.738
110006619301,190.69
110006619301,190.69
110000737294,217.527
110000737294,217.527
110001522086,616.221
110001522086,616.221
110007686110,3755.5
110007686110,3755.5
110006619347,173.498
110006619347,173.498
110006619356,206.52
110006619356,206.52
110004100623,1388.39
110004100623,1388.39
110006706699,23.027
110006706699,23.027
110020142987,659.94
110020142987,659.94
110009840084,36.628
110009840084,36.628
110001523469,131.63236363636364
110001523469,131.63236363636364
110002320783,472.0439
110002320783,472.0439
110002320792,62.8467
110002320792,62.8467
110002320809,7040.01
110002320809,7040.01
110006619212,265.33
110006619212,265.33
110001523511,526.28
110001523511,526.28
110007680955,14.307
110007680955,14.307
110009839979,55.591
110009839979,55.591
110002320818,123.9345
110002320818,123.9345
110006619294,174.866
110006619294,174.866
110009840002,0
110009840002,0
110002320827,935.46
110002320827,935.46
110002320836,96.83009
110002320836,96.83009
110006619533,1100.636
110006619533,1100.636
110009840011,27.7452
110009840011,27.7452
110006619230,93.217926
110006619230,93.217926
110010599708,164.416
110006618945,92.571
110006618945,92.571
110006619668,69.302
110006619668,69.302
110002320854,800.259
110002320854,800.259
110006619249,0
110006619249,0
110002320863,546.1
110002320863,546.1
110023120923,1187.449
110023120923,1187.449
110006706680,38.022
110006706680,38.022
110001523343,2220.749
110001523343,2220.749
110006619436,57.798
110006619436,57.798
110009839817,21.469
110009839817,21.469
110009839826,26.1808
110009839826,26.1808
110011032088,4.01
110011032088,4.01
110011032097,30.842
110011032097,30.842
110006618954,542.859
110006618954,542.859
110006619622,230.926
110006619622,230.926
110002061759,882.538
110002061759,882.538
110028120986,72.532
110028120986,72.532
110012804803,595.62
110012804803,595.62
110000312117,130.017
110000312117,130.017
110000904996,0
110001663664,352.8
110001663664,352.8
110006693685,164.25
110006693685,164.25
110059670280,3352.975924
110059670280,3352.975924
110004922415,368.64
110000312439,61.118925
110059712583,0
110059712583,0
110028052185,11.052954999999999
110009814111,71.4816
110009814111,71.4816
110028184523,3.4790453333333335
110028184532,109.5888
110028184532,109.5888
110004921345,0
110004921345,0
110007019190,414.0942533333333
110009812765,0.43776099999999996
110063711755,2848.807
110009444869,1129.475
110009444869,1129.475
110000735713,2770.2
110000735713,2770.2
110002051868,296.840384
110002051868,296.840384
110000735722,2193.69
110000735722,2193.69
110000760739,653.81
110000760739,653.81
110009439722,737.454
110009439722,737.454
110004911926,9159.78
110004911926,9159.78
110000574977,2490.67
110000574977,2490.67
110004920872,25.388
110004920872,25.388
110000735740,1945.27
110000735740,1945.27
110000915109,242.88
110000915109,242.88
110000762096,83.61
110000762096,83.61
110000760748,1674.079
110000760748,1674.079
110032958262,702.1
110032958262,702.1
110000546516,5406.276
110000546516,5406.276
110000760757,16425.05
110000760757,16425.05
110002051939,112.34238
110002051939,112.34238
110002051902,891.059
110002051902,891.059
110000562472,196.294
110000562472,196.294
110007824612,314.8988
110007824612,314.8988
110006693541,146
110006693541,146
110006693550,446.3
110006693550,446.3
110017359730,157.68
110017359730,157.68
110000314945,63.511
110000314945,63.511
110009316560,45.166687
110009316560,45.166687
110070383012,7.068
110070383012,7.068
110000763148,435
110000763148,435
110000314847,1114.24
110000314847,1114.24
110007328490,80.3815
110007328490,80.3815
110025390262,0
110025390262,0
110020125470,21.1644
110017753402,90.07
110017753402,90.07
110017848971,0.1905
110017848971,0.1905
110005293592,60.2411
110017405618,57.138
110017405618,57.138
110005298105,110.327
110005298105,110.327
110036872961,0.587213
110064616928,33.12327
110064616928,33.12327
110010911433,1138.11
110010911433,1138.11
110010911442,807.22
110021591366,1.5735
110021591366,1.5735
110010911479,21.752
110010911479,21.752
110010911488,161.0455
110010911488,161.0455
110016709757,1272.62
110016709757,1272.62
110010911503,19.887
110010911503,19.887
110039944157,62.283
110039944157,62.283
110005298604,389.02
110005298604,389.02
110010911521,16.947
110010911521,16.947
110010844710,49.8148
110010844710,49.8148
110010911530,86.917
110010911530,86.917
110010911549,663.068
110010911549,663.068
110008210462,38.689
110008210462,38.689
110039942015,47.52
110039942015,47.52
110008997808,120.091
110008997808,120.091
110024908607,3647.7359
110024908607,3647.7359
110024259050,79.858
110024259050,79.858
110006619999,319.206
110006619999,319.206
110000547374,629.61
110000547374,629.61
110000713595,213.881
110000713595,213.881
110020045217,299.1175
110020045217,299.1175
110010911576,25.936
110010911576,25.936
110022525588,174.2328
110022525588,174.2328
110010911585,19.571
110010911585,19.571
110002052091,77.7796
110002052091,77.7796
110010131883,16.16596
110010131883,16.16596
110008997817,50.886
110008997817,50.886
110006619917,158.8016
110006619917,158.8016
110002056220,854.6372727272727
110002056220,854.6372727272727
110008210453,87.159
110008210453,87.159
110010911610,7.235
110010911610,7.235
110010844738,476.193
110010844738,476.193
110002052073,615.124
110002052073,615.124
110002052064,341.039
110002052064,341.039
110008204898,93.114
110008204898,93.114
110010911638,0.851
110010911638,0.851
110039943915,95.877
110039943915,95.877
110010911040,134.942
110010911040,134.942
110010911059,5.869
110010911059,5.869
110039942140,83.209
110039942140,83.209
110055990281,3.1797
110055990281,3.1797
110010911086,134.1
110010911086,134.1
110006620022,225
110006620022,225
110010911095,71.317
110010911095,71.317
110010131865,14.1304
110010911102,272.5450909090909
110010911102,272.5450909090909
110010911111,46.161
110010911111,46.161
110010911120,15.51655
110010911120,15.51655
110010911139,25.155
110010911139,25.155
110010911148,33.1518
110010911148,33.1518
110039941953,11.5347
110039941953,11.5347
110035964463,47.03
110035964463,47.03
110039942202,4.8639
110039942202,4.8639
110010911184,81.111
110010911184,81.111
110010911193,12.745
110010911193,12.745
110010911200,25.5031
110010911200,25.5031
110006620013,73.904
110006620013,73.904
110010131874,32.6513
110010131874,32.6513
110039942266,12.2999
110039942266,12.2999
110010911228,7.216
110010911228,7.216
110010911237,71.773
110010911237,71.773
110010844676,1.676
110010844676,1.676
110008997791,18.50509090909091
110008997791,18.50509090909091
110010911246,69.332
110010911246,69.332
110039940464,23.9334
110039940464,23.9334
110010911264,111.816
110010911264,111.816
110010844685,2.3569
110010844685,2.3569
110010911273,8.998
110010911273,8.998
110010911282,22.268
110010911282,22.268
110010911291,1513.75
110010911291,1513.75
110010809768,854.984
110010809768,854.984
110010911308,93.781
110010911308,93.781
110010911317,35.137
110010911317,35.137
110002047473,115.205
110002047473,115.205
110010911326,7.91
110010911326,7.91
110014389205,0.99643485
110014389205,0.99643485
110010844694,81.163
110010844694,81.163
110002047464,190.972
110002047464,190.972
110010911335,49.427
110010911335,49.427
110010911344,6.9107
110010911344,6.9107
110010844701,10.134
110010844701,10.134
110022524721,12.574
110022524721,12.574
110010911362,1.4346
110010911362,1.4346
110008208750,11.142379
110008208750,11.142379
110039943844,27.70255
110039943844,27.70255
110010910657,18.827
110010910657,18.827
110010910666,23.07
110010910666,23.07
110010910675,2.240015
110010910675,2.240015
110010910684,0
110010910684,0
110012686628,1.763277
110012686628,1.763277
110010910693,6.06616
110010910693,6.06616
110010910719,6.326129
110010910719,6.326129
110013666247,28.661
110013666247,28.661
110070155997,6.5935896
110000607727,204.78609
110000322259,151.83
110000322259,151.83
110000318004,2.668498
110000318004,2.668498
110000802276,15.1179
110012648670,7.725
110012648670,7.725
110009721195,3.959
110000615683,0
110000615683,0
110041133163,129725.8
110041133163,129725.8
110000320821,12.729
110000492020,21.046
110000492020,21.046
110000320732,18.806
110000734340,25.363
110000734340,25.363
110000320395,232.8112
110000320395,232.8112
110054992282,5.06114
110000322311,750.86
110000322311,750.86
110009834581,16.560337
110004150301,85.03814228
110064619480,630.146
110064619480,630.146
110006674928,7.667928
110006674928,7.667928
110041022274,212.7
110041022274,212.7
110000320965,187.267
110000320965,187.267
110050961072,13.3165
110050961072,13.3165
110009839504,57.053
110009839504,57.053
110000581941,0.6171428571428571
110040963286,284.0716
110040963286,284.0716
110022294569,3209.297
110022294569,3209.297
110000582003,366.63
110000582003,366.63
110007970142,4759.664945
110007970142,4759.664945
110013317614,123.887164
110013317614,123.887164
110000582227,18.632902
110000582227,18.632902
110017411772,26110.283
110017411772,26110.283
110000715888,35217.7017
110000715888,35217.7017
110010602482,312.56
110010602482,312.56
110039900925,0
110039900925,0
110015104135,4.865
110015082989,307.047
110015082989,307.047
110009722130,435.133
110009722130,435.133
110022415634,425.476
110022415634,425.476
110006620059,1493.42
110006620059,1493.42
110028271778,145.752
110028271778,145.752
110006620102,1360.809
110006620102,1360.809
110006674884,91.239
110006674884,91.239
110006620530,250.03
110006620530,250.03
110000760329,4176.4
110000760329,4176.4
110000761293,83887
110000761293,83887
110028253164,26.4622
110028253164,26.4622
110009839489,228.207
110009839489,228.207
110006706528,123.8
110006706528,123.8
110029590903,124.171
110029590903,124.171
110009839283,3.27144
110009839283,3.27144
110039701604,742.419
110039701604,742.419
110000734377,516.626
110000734377,516.626
110029591430,373.342
110029591430,373.342
110009839292,72.128
